,Quote,Keyword
278,"I'm a coward. But I wanted to stay by your side. The truth is I was so happy to hear that you needed me, I took advantage of your words. But you're crying again, because of me. I'm no blessed vessel. I'm just a piece of junk. I was supposed to guide you, but this was the only way I knew how.",piece
279,You keep your nerves on edge and you're always ready to lash out. You distance yourself from everyone. It's because you are afraid of people. YOU are the weakest person in this village.,weakest
280,Not all people in prison are criminals,people
281,"If all life is so important, then the most evil of all beings on this earth are without a doubt humans. If there weren't any people on earth, the environment and conditions that all living things live in would be drastically better. Even if there were no school to teach us the stuff we know, it would still be obvious to everyone, wouldn't it? Just think of all that's happened to the earth due to our desires and ego.",people
282,There's no master who deliberately lets his birds escape from his birdcage ,master
283,"Yeah, we've become friends. When you're in the same party, there will be times when things don't go smoothly, when you get angry, and when you fight. But they really are your precious friends. It doesn't matter why you became friends, but that you are friends at this moment.",matter
284,Doesn't it ever get boring always being on the winning side?,boring
285,"You asked me if I was ready to carry on. In all honesty, I am not sure of myself. But there is something that must be done now. And I will do it.",honesty
286,"Yhwach. You desired a world... Where fear would no longer be a burden. But... In a world without fear of death... People will never attain the hope that is to be found from casting their fears aside and preserving through them. While it is true that people can continue to press forward through the simple act of living... That is no way comparable to marching forward in the face of death, while doing their damndest to keep it at bay. That is why... That is why people have given that very march a unique and special name. ""COURAGE.""",attain
287,"I have no Strength, but I want it all. I have no Knowledge, but all I do is dream. There's nothing I can do, but I struggle in vain",struggle
288,"Mongrels though they may be, they're still figures of some slight renown ",figures
289,So you want to die honorably? You are being selfish. Each and every person you killed had his own life. Whether that life was blessed or not ... everyone is born into this world ... they grow up ... some people have family ... some are alone in this world ... some have young children ... some are engaged ... some have pets ...some people have high hopes and great dreams ... other have no ambition at all and you ended everything for them Takezo,pets
